ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
461755,Male,No,29,No,Artist,1.0,Low,3.0,Cat_2,1
466872,Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_3,2
467104,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,4
463476,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,2
463953,Male,Yes,28,Yes,Entertainment,3.0,Average,3.0,Cat_7,2
462202,Female,No,43,Yes,Entertainment,1.0,Low,4.0,Cat_4,1
467830,Male,No,31,Yes,Entertainment,1.0,Low,3.0,Cat_6,4
461770,Male,Yes,65,Yes,Artist,1.0,Low,2.0,Cat_6,1
466525,Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,2
462349,Male,Yes,49,Yes,Artist,0.0,Average,6.0,Cat_6,3
463964,Male,No,33,No,Healthcare,1.0,Low,4.0,Cat_6,3
459353,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,3
459709,Female,Yes,47,Yes,Artist,7.0,Average,4.0,Cat_6,3
461858,Male,No,31,No,Entertainment,1.0,Low,7.0,Cat_4,4
460450,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_4,2
460780,Female,No,30,Yes,Healthcare,1.0,Low,2.0,Cat_3,1
465105,Male,Yes,69,No,Executive,9.0,Average,2.0,Cat_6,2
460445,Male,No,29,Yes,Engineer,0.0,Low,4.0,Cat_3,4
462961,Female,Yes,56,No,Engineer,1.0,Average,5.0,Cat_6,2
463932,Female,Yes,72,Yes,Artist,1.0,Average,3.0,Cat_6,2
465651,Male,No,30,No,Engineer,1.0,Low,4.0,Cat_6,4
463721,Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_2,2
467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,1
461361,Female,No,31,Yes,Healthcare,9.0,Low,7.0,Cat_5,4
464793,Female,Yes,26,No,Marketing,7.0,High,3.0,Cat_4,1
459006,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,4
460204,Male,Yes,41,Yes,Artist,4.0,Low,4.0,Cat_6,1
466762,Male,Yes,63,Yes,Homemaker,1.0,Low,3.0,Cat_6,2
464318,Male,Yes,88,Yes,Executive,1.0,Low,1.0,Cat_6,4
465416,Male,Yes,55,No,Engineer,1.0,High,4.0,Cat_6,1
462117,Male,No,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,4
460710,Female,Yes,38,Yes,Artist,0.0,Average,3.0,Cat_6,1
460098,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,2
465787,Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_4,4
463365,Male,Yes,67,No,Executive,1.0,High,2.0,Cat_6,4
464042,Female,Yes,42,Yes,Artist,9.0,Low,2.0,Cat_6,2
467627,Female,No,45,Yes,Engineer,0.0,Low,1.0,Cat_6,1
464720,Male,Yes,46,No,Doctor,0.0,Average,3.0,Cat_4,4
461123,Male,No,20,No,Healthcare,2.0,Low,4.0,Cat_4,4
465413,Female,Yes,41,Yes,Engineer,0.0,High,3.0,Cat_6,1
465126,Female,Yes,35,No,Engineer,7.0,Average,4.0,Cat_4,1
465950,Female,Yes,52,Yes,Artist,6.0,Low,2.0,Cat_6,1
466734,Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,2
466222,Male,Yes,51,No,Executive,5.0,Low,3.0,Cat_2,3
466142,Female,Yes,29,Yes,Entertainment,0.0,Average,2.0,Cat_6,1
467888,Male,No,27,No,Doctor,0.0,Low,4.0,Cat_6,2
461992,Female,No,37,Yes,Doctor,1.0,Low,1.0,Cat_4,1
459973,Female,No,50,Yes,Artist,0.0,Low,2.0,Cat_6,1
460695,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,1
464260,Female,Yes,72,Yes,Artist,3.0,Average,3.0,Cat_6,3
464140,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,2
465606,Male,Yes,37,Yes,Engineer,1.0,Average,3.0,Cat_3,1
459050,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,4
462330,Female,No,30,No,Artist,1.0,Low,1.0,Cat_6,2
459940,Female,No,46,Yes,Engineer,1.0,Low,2.0,Cat_1,2
466352,Female,Yes,65,Yes,Doctor,1.0,Low,2.0,Cat_6,2
463558,Female,Yes,88,Yes,Lawyer,1.0,Average,2.0,Cat_6,3
460049,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_5,1
464148,Male,Yes,50,Yes,Executive,9.0,High,3.0,Cat_2,3
465503,Male,No,35,Yes,Artist,8.0,Low,2.0,Cat_6,4
465082,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,Cat_3,1
459832,Male,Yes,66,Yes,Executive,0.0,Low,1.0,Cat_6,2
464609,Female,No,39,Yes,Artist,3.0,Low,2.0,Cat_6,3
466864,Female,No,32,No,Homemaker,8.0,Low,1.0,Cat_6,4
461458,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,2
459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,3
462860,Male,No,30,Yes,Healthcare,8.0,Low,5.0,Cat_6,4
462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_6,1
467695,Male,Yes,43,No,Marketing,1.0,Low,2.0,Cat_7,4
463090,Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,2
459219,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,3
466359,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,4
466088,Female,No,31,No,Healthcare,0.0,Low,7.0,Cat_6,2
462822,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,4
459076,Male,Yes,69,No,Doctor,0.0,Average,2.0,Cat_6,3
463879,Male,Yes,45,Yes,Executive,0.0,High,2.0,Cat_6,3
462827,Female,No,22,No,Doctor,1.0,Low,3.0,Cat_3,1
461500,Female,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,2
461553,Male,No,39,Yes,Artist,1.0,Low,3.0,Cat_7,1
467912,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,Cat_5,1
465029,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,3
460062,Male,No,29,Yes,Artist,4.0,Low,1.0,Cat_3,4
462863,Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,4
460465,Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,4
460335,Female,No,63,Yes,Doctor,0.0,Low,2.0,Cat_6,2
466067,Male,Yes,69,Yes,Artist,0.0,Average,5.0,Cat_3,3
459807,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,1
463364,Female,Yes,71,No,Lawyer,1.0,High,2.0,Cat_6,2
463599,Female,No,31,No,Healthcare,10.0,Low,2.0,Cat_3,3
462949,Male,Yes,35,No,Homemaker,1.0,Average,3.0,Cat_6,2
460275,Female,No,52,Yes,Artist,6.0,Low,1.0,Cat_6,1
462416,Male,Yes,45,No,Artist,0.0,Low,2.0,Cat_4,2
460846,Female,No,19,No,Marketing,1.0,Low,4.0,Cat_6,4
459542,Male,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,4
459080,Male,Yes,77,No,Lawyer,0.0,Low,2.0,Cat_6,4
463106,Female,Yes,84,Yes,Lawyer,0.0,Low,1.0,Cat_6,2
464728,Male,Yes,47,No,Entertainment,1.0,High,4.0,Cat_4,4
466474,Male,No,29,Yes,Entertainment,6.0,Low,3.0,Cat_6,1
461711,Female,No,35,Yes,Artist,8.0,Low,3.0,Cat_2,1
460347,Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,3
467689,Male,No,35,No,Healthcare,1.0,Low,1.0,Cat_6,4
460260,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,4
466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0,Cat_2,1
466437,Male,Yes,56,No,Executive,0.0,Low,1.0,Cat_6,4
460423,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,1
459590,Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,4
464668,Male,Yes,32,No,Healthcare,1.0,High,4.0,Cat_4,4
463049,Male,Yes,51,No,Executive,2.0,High,5.0,Cat_6,1
462407,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,1
459450,Male,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_6,1
463255,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_6,1
462574,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,4
465761,Female,No,42,Yes,Artist,12.0,Low,2.0,Cat_4,1
467728,Female,Yes,38,No,Engineer,1.0,High,5.0,Cat_6,2
465841,Female,No,52,Yes,Engineer,3.0,Low,1.0,Cat_6,1
460117,Female,Yes,48,Yes,Marketing,9.0,Low,1.0,Cat_6,4
466619,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_6,3
461722,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,2
460898,Male,Yes,48,No,Artist,3.0,Average,4.0,Cat_6,2
463627,Female,No,25,Yes,Marketing,5.0,Low,2.0,Cat_4,4
460403,Female,No,56,Yes,Doctor,3.0,Low,1.0,Cat_6,1
459818,Female,Yes,68,No,Lawyer,1.0,Low,1.0,Cat_6,4
463732,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,4
467112,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_2,2
459902,Male,Yes,52,Yes,Lawyer,8.0,High,2.0,Cat_6,3
463233,Male,Yes,50,No,Executive,0.0,Average,5.0,Cat_6,2
467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,4
465915,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,Cat_6,2
464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,4
460624,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,1
462020,Female,No,25,Yes,Artist,13.0,Low,2.0,Cat_6,3
464320,Male,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,1
461561,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,3
465953,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,4
463309,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,2
459134,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,3
464195,Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,1
466504,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,2
466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0,Cat_6,1
463837,Female,Yes,50,No,Engineer,0.0,Low,3.0,Cat_7,2
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,2
462050,Male,No,19,No,Healthcare,4.0,Low,3.0,Cat_2,4
465268,Male,Yes,29,No,Executive,12.0,Low,3.0,Cat_6,2
461370,Male,No,26,Yes,Doctor,1.0,Low,3.0,Cat_6,4
464225,Female,No,31,No,Doctor,1.0,Low,5.0,Cat_3,3
466665,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,1
462290,Female,No,33,Yes,Doctor,1.0,Low,1.0,Cat_6,2
459326,Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,4
464926,Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4,1
460343,Female,No,67,Yes,Artist,0.0,Low,2.0,Cat_6,2
463626,Female,No,35,No,Artist,7.0,Low,2.0,Cat_6,4
464266,Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,1
464491,Female,No,43,No,Doctor,8.0,Low,1.0,Cat_4,4
463440,Female,Yes,73,Yes,Artist,0.0,Average,3.0,Cat_1,3
463602,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,4
464706,Female,No,32,No,Doctor,1.0,Low,3.0,Cat_4,4
460313,Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,1
465497,Male,No,25,No,Homemaker,14.0,Low,3.0,Cat_5,1
465846,Female,No,40,Yes,Artist,5.0,Low,1.0,Cat_6,1
463374,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,4
462704,Male,Yes,48,Yes,Executive,5.0,High,5.0,Cat_6,2
462160,Female,No,36,Yes,Artist,3.0,Low,3.0,Cat_6,3
461365,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,4
464205,Female,Yes,82,No,Entertainment,0.0,High,2.0,Cat_6,2
459294,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,4
460318,Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,4
467967,Male,No,30,Yes,Entertainment,8.0,Low,4.0,Cat_6,1
461797,Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_6,4
462980,Male,No,28,Yes,Entertainment,1.0,Low,5.0,Cat_6,3
462361,Male,Yes,60,Yes,Artist,0.0,Low,2.0,Cat_4,1
461855,Female,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,3
467522,Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_6,4
463327,Male,Yes,40,No,Executive,1.0,Low,5.0,Cat_5,4
459824,Male,No,38,Yes,Entertainment,8.0,Low,1.0,Cat_6,4
461051,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,2
461142,Female,No,40,Yes,Engineer,1.0,Low,3.0,Cat_3,2
461521,Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,2
467792,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,4
464654,Female,Yes,39,No,Engineer,1.0,Average,4.0,Cat_4,2
459111,Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6,2
466473,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_2,4
460046,Female,Yes,49,Yes,Artist,3.0,Low,2.0,Cat_6,2
466698,Female,Yes,26,Yes,Healthcare,8.0,Low,2.0,Cat_3,4
459927,Female,No,27,No,Engineer,0.0,Low,2.0,Cat_3,4
467057,Female,No,50,No,Entertainment,8.0,Low,2.0,Cat_6,1
466052,Female,Yes,37,Yes,Homemaker,5.0,Low,2.0,Cat_4,4
464210,Male,No,43,Yes,Marketing,0.0,Low,2.0,Cat_6,1
465873,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,4
459802,Female,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,3
464817,Male,No,31,Yes,Artist,7.0,Low,1.0,Cat_4,1
460845,Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,4
459072,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6,3
465694,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_4,1
466381,Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6,3
460947,Male,Yes,45,Yes,Executive,7.0,High,5.0,Cat_6,3
467338,Female,No,27,Yes,Healthcare,2.0,Low,6.0,Cat_6,4
467189,Female,Yes,46,Yes,Artist,1.0,High,4.0,Cat_6,3
466456,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,1
463805,Female,No,32,No,Doctor,8.0,Low,6.0,Cat_6,3
462427,Male,Yes,87,Yes,Lawyer,9.0,Low,4.0,Cat_6,3
466906,Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,2
461842,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,3
462400,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,2
466598,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,3
466940,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,4
461754,Male,Yes,65,No,Entertainment,1.0,High,2.0,Cat_6,2
461376,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,2
462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,4
465720,Female,Yes,36,Yes,Artist,1.0,Low,2.0,Cat_6,3
466354,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,4
463857,Male,Yes,56,No,Healthcare,0.0,High,4.0,Cat_7,2
465849,Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,1
464100,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,4
461444,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,3
464711,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,2
465349,Female,Yes,49,Yes,Artist,0.0,High,4.0,Cat_6,3
463407,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_3,4
466632,Female,Yes,57,Yes,Artist,1.0,High,2.0,Cat_6,3
464641,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,4
462154,Male,Yes,36,Yes,Entertainment,0.0,Average,2.0,Cat_6,3
464754,Female,Yes,43,No,Engineer,4.0,Average,7.0,Cat_4,1
460167,Female,No,18,No,Entertainment,1.0,Low,5.0,Cat_2,3
461987,Female,Yes,43,No,Engineer,1.0,Average,2.0,Cat_6,2
463259,Male,Yes,75,Yes,Lawyer,0.0,Low,1.0,Cat_6,1
461628,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_6,2
459126,Male,Yes,61,Yes,Artist,2.0,Low,2.0,Cat_6,2
465143,Male,No,26,Yes,Engineer,0.0,Low,5.0,Cat_4,3
460860,Male,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,2
467629,Male,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,2
461720,Female,No,51,Yes,Artist,1.0,Low,1.0,Cat_4,2
460086,Male,Yes,50,No,Artist,1.0,Average,3.0,Cat_6,3
465832,Male,Yes,53,Yes,Executive,9.0,High,5.0,Cat_4,2
467070,Male,Yes,40,No,Executive,5.0,Low,4.0,Cat_6,4
463541,Female,No,26,No,Healthcare,0.0,Low,3.0,Cat_5,2
462431,Male,No,32,No,Entertainment,9.0,Low,4.0,Cat_6,1
461387,Female,No,22,No,Healthcare,5.0,Low,3.0,Cat_2,4
461693,Female,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6,2
466010,Female,Yes,69,No,Doctor,0.0,Low,1.0,Cat_3,1
465674,Female,No,39,Yes,Entertainment,1.0,Low,2.0,Cat_4,1
459405,Female,Yes,81,No,Doctor,0.0,High,2.0,Cat_6,1
465989,Female,No,28,No,Healthcare,9.0,Low,2.0,Cat_6,4
465598,Male,No,28,Yes,Healthcare,6.0,Low,5.0,Cat_2,4
466093,Male,No,52,Yes,Entertainment,1.0,Low,5.0,Cat_4,2
462773,Female,Yes,40,Yes,Artist,4.0,Average,5.0,Cat_6,2
465763,Female,Yes,37,No,Artist,0.0,Average,2.0,Cat_4,4
462958,Male,No,26,No,Marketing,1.0,Low,5.0,Cat_6,4
467056,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_6,1
461990,Female,Yes,68,Yes,Lawyer,0.0,Low,2.0,Cat_6,3
464480,Male,Yes,42,Yes,Artist,1.0,Average,3.0,Cat_6,3
461318,Female,Yes,56,Yes,Artist,1.0,Average,6.0,Cat_5,3
467398,Male,Yes,37,No,Entertainment,1.0,Low,2.0,Cat_6,1
464222,Male,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_6,4
465427,Male,No,33,Yes,Artist,7.0,Low,1.0,Cat_6,1
460652,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_4,4
463642,Female,No,27,Yes,Healthcare,0.0,Low,3.0,Cat_2,2
462672,Male,No,25,No,Healthcare,7.0,Low,4.0,Cat_4,4
466112,Male,Yes,51,Yes,Entertainment,1.0,Average,2.0,Cat_6,2
459831,Male,Yes,37,No,Engineer,8.0,Average,3.0,Cat_4,4
463027,Male,Yes,69,Yes,Executive,1.0,Average,4.0,Cat_6,2
462467,Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,1
461469,Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_6,3
467051,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,4
465928,Female,No,32,Yes,Healthcare,6.0,Low,3.0,Cat_6,4
462491,Male,No,31,Yes,Artist,1.0,Low,5.0,Cat_6,3
460642,Male,No,19,No,Healthcare,13.0,Low,3.0,Cat_3,4
460988,Male,Yes,41,Yes,Entertainment,0.0,Average,3.0,Cat_4,3
461108,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_3,4
463329,Male,No,23,No,Healthcare,0.0,Low,6.0,Cat_3,4
466153,Male,Yes,65,No,Entertainment,0.0,Average,2.0,Cat_6,3
467027,Male,No,31,No,Executive,4.0,Low,5.0,Cat_1,4
466710,Female,Yes,73,No,Artist,1.0,High,2.0,Cat_6,3
465616,Male,Yes,42,Yes,Doctor,9.0,Low,2.0,Cat_6,3
463173,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,2
465779,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_2,4
465826,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,4
463575,Female,No,28,Yes,Entertainment,0.0,Low,3.0,Cat_6,4
466075,Female,Yes,50,Yes,Engineer,1.0,Average,4.0,Cat_4,2
461723,Male,No,26,Yes,Healthcare,8.0,Low,2.0,Cat_6,3
460783,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,Cat_6,2
465962,Male,Yes,33,Yes,Healthcare,0.0,Low,2.0,Cat_7,1
462781,Male,No,50,No,Marketing,1.0,Low,2.0,Cat_7,3
466020,Male,Yes,83,No,Lawyer,0.0,Low,1.0,Cat_6,4
461502,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,2
463280,Male,Yes,37,Yes,Artist,6.0,Average,2.0,Cat_3,1
466936,Male,Yes,55,No,Lawyer,1.0,High,3.0,Cat_6,3
460552,Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_3,3
459345,Female,Yes,39,Yes,Artist,3.0,Low,1.0,Cat_6,2
464256,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,3
467097,Male,Yes,55,Yes,Artist,2.0,Low,1.0,Cat_6,2
462571,Male,Yes,50,Yes,Healthcare,1.0,Average,1.0,Cat_6,4
463765,Male,No,26,Yes,Doctor,13.0,Low,3.0,Cat_6,4
460152,Female,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,3
459587,Female,No,32,Yes,Artist,7.0,Low,3.0,Cat_6,1
460995,Female,No,31,Yes,Marketing,0.0,Low,1.0,Cat_6,4
465426,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_6,2
461452,Female,No,31,Yes,Doctor,0.0,Low,4.0,Cat_3,1
460797,Male,Yes,47,Yes,Artist,4.0,Low,1.0,Cat_3,1
466618,Male,Yes,49,Yes,Artist,3.0,Average,2.0,Cat_6,3
462168,Male,Yes,37,Yes,Executive,1.0,High,3.0,Cat_6,2
465338,Male,Yes,47,Yes,Artist,13.0,Average,4.0,Cat_6,3
463501,Male,Yes,52,Yes,Executive,0.0,High,2.0,Cat_6,3
459726,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,2
463516,Male,Yes,47,No,Executive,1.0,High,6.0,Cat_6,3
463359,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,4
463488,Female,No,29,No,Engineer,9.0,Low,4.0,Cat_4,1
465872,Female,No,33,Yes,Engineer,10.0,Low,1.0,Cat_6,1
460588,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,4
460236,Male,No,18,No,Healthcare,8.0,Low,4.0,Cat_6,4
460802,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,3
459467,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_6,3
466953,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,2
459086,Female,No,28,No,Healthcare,1.0,Low,2.0,Cat_6,2
460827,Male,Yes,81,Yes,Lawyer,9.0,Low,1.0,Cat_6,4
464272,Male,No,30,Yes,Artist,9.0,Low,2.0,Cat_6,1
461063,Male,Yes,53,No,Lawyer,0.0,Low,2.0,Cat_6,4
467302,Male,No,26,Yes,Executive,9.0,Low,4.0,Cat_6,4
461935,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,3
459089,Male,No,19,No,Artist,9.0,Low,7.0,Cat_7,2
462365,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,2
459628,Female,Yes,51,Yes,Engineer,0.0,Low,1.0,Cat_6,1
467332,Female,Yes,70,Yes,Homemaker,3.0,Low,2.0,Cat_6,2
460443,Female,No,38,Yes,Doctor,0.0,Low,1.0,Cat_6,1
462195,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_4,4
466228,Male,Yes,80,No,Lawyer,0.0,Low,1.0,Cat_4,2
467589,Male,No,33,No,Entertainment,1.0,Low,1.0,Cat_6,4
466107,Male,Yes,48,Yes,Entertainment,1.0,Average,6.0,Cat_6,3
466452,Female,No,33,Yes,Engineer,0.0,Low,3.0,Cat_1,4
467074,Female,No,31,No,Healthcare,1.0,Low,4.0,Cat_6,3
464233,Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6,3
462225,Male,Yes,49,No,Engineer,1.0,Average,8.0,Cat_4,4
465970,Female,Yes,38,No,Artist,1.0,Low,1.0,Cat_6,2
460094,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_3,1
467428,Female,Yes,46,Yes,Entertainment,2.0,Average,2.0,Cat_6,2
465623,Male,Yes,41,Yes,Artist,8.0,Average,2.0,Cat_6,3
467516,Female,Yes,31,No,Artist,0.0,High,3.0,Cat_4,1
462975,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,3
462389,Female,Yes,58,No,Engineer,1.0,Low,1.0,Cat_6,2
461556,Female,Yes,49,Yes,Engineer,1.0,Average,2.0,Cat_6,1
465964,Female,Yes,47,No,Marketing,2.0,Low,1.0,Cat_6,4
460724,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,4
466787,Female,Yes,33,Yes,Doctor,0.0,Low,2.0,Cat_6,1
467256,Male,No,33,No,Healthcare,0.0,Low,4.0,Cat_2,2
466742,Male,Yes,45,No,Doctor,8.0,Low,2.0,Cat_3,1
466017,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,Cat_3,2
459679,Female,No,21,No,Entertainment,1.0,Low,4.0,Cat_6,4
465930,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,1
460175,Female,No,28,No,Artist,0.0,Low,5.0,Cat_2,3
466725,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6,1
465095,Male,Yes,48,Yes,Executive,1.0,High,4.0,Cat_6,3
465452,Male,Yes,47,No,Entertainment,0.0,High,5.0,Cat_6,3
463213,Female,No,18,No,Healthcare,3.0,Low,4.0,Cat_6,4
467653,Male,Yes,58,Yes,Lawyer,2.0,High,2.0,Cat_6,3
463218,Male,Yes,42,No,Entertainment,9.0,Average,3.0,Cat_6,1
461289,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,4
459983,Female,Yes,50,Yes,Artist,2.0,Low,1.0,Cat_6,2
462363,Male,Yes,73,No,Executive,0.0,High,2.0,Cat_6,4
461509,Male,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_6,2
464064,Female,Yes,39,No,Doctor,0.0,Low,2.0,Cat_6,2
460545,Male,Yes,83,No,Lawyer,0.0,High,3.0,Cat_3,4
459303,Male,Yes,55,Yes,Artist,0.0,Low,1.0,Cat_6,2
462635,Male,Yes,42,No,Engineer,5.0,Average,4.0,Cat_4,1
464456,Male,Yes,27,Yes,Artist,1.0,Low,4.0,Cat_6,3
465106,Male,Yes,53,Yes,Executive,1.0,High,2.0,Cat_6,3
467605,Female,Yes,40,Yes,Engineer,1.0,Average,7.0,Cat_6,1
466116,Male,Yes,62,Yes,Artist,0.0,Average,9.0,Cat_3,3
